timestamp,id,payload
1762188956.309,116,0000000000000000
1762188956.309,117,119D211861930000
1762188956.310,118,000000000000
1762188956.310,119,000000000000
1762188956.310,115,0000000000000000
1762188956.310,5F0,00B005480548220E
1762188956.310,5F2,03E8026802BC072D
1762188956.310,5F4,000003E803E803E8
1762188956.310,5F6,0063006400640000
1762188956.310,5F7,0000F437FF040041
1762188956.310,61B,4B02000000000000
1762188956.310,624,0000000001000000
1762188956.311,5F3,FFB9009100640000
1762188956.311,5F5,00670000006403E8
1762188956.311,116,0000000000000000
1762188956.311,117,119D221861930000
1762188956.311,118,000000000000
1762188956.311,119,000000000000
1762188956.311,5F0,00B004BC04BC2075
1762188956.311,115,0000000000000000
1762188956.311,116,0000000000000000
1762188956.312,117,119D221861930000
1762188956.312,118,000000000000
1762188956.312,119,000000000000
1762188956.312,5F0,00B0047204721E77
1762188956.312,116,0000000000000000
1762188956.312,117,119D221861930000
1762188956.312,118,000000000000
1762188956.312,119,000000000000
1762188956.313,5F0,00B0044A044A1BFB
1762188956.313,115,0000000000000000
1762188956.313,116,0000000000000000
1762188956.313,117,119D221861930000
1762188956.313,118,000000000000
1762188956.313,119,000000000000
1762188956.313,5F0,00B0043E043E19BA
1762188956.313,116,0000000000000000
1762188958.805,5F3,FFA2009700640000
1762188958.805,5F5,00670000006403E8
1762188958.805,116,0000000000000000
1762188958.805,117,119D231861930000
1762188958.806,118,000000000000
1762188958.806,119,000000000000
1762188958.806,115,0000000000000000
1762188958.806,5F0,00B1040A040A1745
1762188958.806,116,0000000000000000
1762188958.806,117,119D231861930000
1762188958.806,118,000000000000
1762188958.806,119,000000000000
1762188958.807,5F0,00B1043E043E151D
1762188958.807,115,0000000000000000
1762188958.807,116,0000000000000000
1762188958.807,117,119D231861930000
1762188958.807,118,000000000000
1762188958.807,119,000000000000
1762188958.807,5F0,00B114201420136B
1762188958.807,116,0000000000000000
1762188958.807,117,119D231861930000
1762188958.808,118,000000000000
1762188958.808,119,000000000000
1762188958.808,5F0,00B11B6D1B6D1801
1762188958.808,115,0000000000000000
1762188958.808,116,0000000000000000
1762188958.808,117,119D231861930000
1762188958.808,118,000000000000
1762188958.808,119,000000000000
1762188958.809,5F0,00B2128C128C1EBB
1762188958.809,5F2,03E8035F02BC0725
1762188958.809,5F4,000003E803E803E8
1762188958.809,5F6,0064030B030B0000
1762188958.809,5F7,00000036003E0706
1762188958.809,61B,4B020000000000FE
1762188958.809,624,0000000001290000
1762188958.824,5F3,03E5009800640000
1762188958.825,5F5,00660000006403E8
1762188958.836,116,0000000000000000
1762188958.836,117,119D251861940000
1762188958.836,118,000000000000
1762188958.836,119,000000000000
1762188958.863,5F0,00B212B412B4211D
1762188958.890,115,0000000000000000
1762188958.938,116,0000000000000000
1762188958.938,117,119D251861940000
1762188958.938,118,000000000000
1762188958.938,119,000000000000
1762188958.963,5F0,00B2129B129B2379
1762188958.040,116,0000000000000000
1762188958.040,117,119D251861940000
1762188958.040,118,000000000000
1762188958.040,119,000000000000
1762188958.063,5F0,00B212E212E222F7
1762188958.070,115,0000000000000000
1762188958.141,116,0000000000000000
1762188958.142,117,119D251861940000
1762188958.142,118,000000000000
1762188958.142,119,000000000000
1762188958.164,5F0,00B2130813082113
1762188958.241,116,0000000000000000
1762188958.241,117,119D251861940000
1762188958.242,118,000000000000
1762188958.242,119,000000000000
1762188958.250,115,0000000000000000
1762188958.264,5F0,00B21278127821FD
1762188959.321,5F3,02D8009300640000
1762188959.321,5F5,00650000006403E8
1762188959.341,116,0000000000000000
1762188959.341,117,119D251861940000
1762188959.342,118,000000000000
1762188959.342,119,000000000000
1762188959.364,5F0,00B20D6A0D6A22AC
1762188959.430,115,0000000000000000
1762188959.441,116,0000000000000000
1762188959.441,117,119D251861940000
1762188959.442,118,000000000000
1762188959.442,119,000000000000
1762188959.465,5F0,00B20504050421D2
1762188959.541,116,0000000000000000
1762188959.541,117,119D251861940000
1762188959.542,118,000000000000
1762188959.542,119,000000000000
1762188959.565,5F0,00B2049704971FFA
1762188959.610,115,0000000000000000
1762188959.641,116,0000000000000000
1762188959.641,117,119D251861940000
1762188959.642,118,000000000000
1762188959.642,119,000000000000
1762188959.665,5F0,00B2045C045C1DB6
1762188959.742,116,0000000000000000
1762188959.742,117,119D251861940000
1762188959.743,118,000000000000
1762188959.743,119,000000000000
1762188959.765,5F0,00B3044104411B53
1762188959.769,5F2,03E800DE02BC0727
1762188959.769,5F4,000003E803E803E8
1762188959.770,5F6,005C006400640000
1762188959.770,5F7,0000FFE5FFD7FD84
1762188959.771,61B,4B02000000000000
1762188959.772,624,0000000001500000
1762188959.793,115,0000000000000000
1762188959.821,5F3,FFAA009100640000
1762188959.824,5F5,00650000006403E8
1762188959.845,116,0000000000000000
1762188959.845,117,119D271861940000
1762188959.845,118,000000000000
1762188959.846,119,000000000000
1762188959.866,5F0,00B304310431190D
1762188959.947,116,0000000000000000
1762188959.947,117,119D271861940000
1762188959.947,118,000000000000
1762188959.948,119,000000000000
1762188959.966,5F0,00B30423042316F8
1762188959.970,115,0000000000000000
1762188959.049,116,0000000000000000
1762188959.049,117,119D271861940000
1762188959.049,118,000000000000
1762188959.049,119,000000000000
1762188959.066,5F0,00B3045A045A14EA
1762188959.150,116,0000000000000000
1762188959.151,115,0000000000000000
1762188959.166,5F0,00B304AD04AD1309
1762188959.250,116,0000000000000000
1762188959.250,117,119D271861940000
1762188959.251,118,000000000000
1762188959.251,119,000000000000
1762188959.266,5F0,00B304C604C611A4
1762188960.321,5F3,FFAA009000640000
1762188960.324,5F5,00650000006403E8
1762188960.330,115,0000000000000000
1762188960.353,116,0000000000000000
1762188960.353,117,119D271861940000
1762188960.354,118,000000000000
1762188960.354,119,000000000000
1762188960.366,5F0,00B304D404D41037
1762188960.450,116,0000000000000000
1762188960.450,117,119D271861940000
1762188960.451,118,000000000000
1762188960.451,119,000000000000
1762188960.467,5F0,00B304DC04DC0EB1
1762188960.510,115,0000000000000000
1762188960.550,116,0000000000000000
1762188960.550,117,119D271861940000
1762188960.551,118,000000000000
1762188960.551,119,000000000000
1762188960.567,5F0,00B304E204E20D77
1762188960.650,116,0000000000000000
1762188960.651,117,119D271861940000
1762188960.651,118,000000000000
1762188960.651,119,000000000000
1762188960.667,5F0,00B304F204F20C66
1762188960.690,115,0000000000000000
1762188960.751,116,0000000000000000
1762188960.752,117,119D271861940000
1762188960.752,118,000000000000
1762188960.752,119,000000000000
1762188960.767,5F0,00B404F904F90B97
1762188960.770,5F2,03E800A302BC0724
1762188960.770,5F4,000003E803E803E8
1762188960.771,5F6,005B016101610000
1762188960.771,5F7,000000000009FECF
1762188960.776,61B,4B02000000000000
1762188960.776,624,0000000001470000
1762188960.822,5F3,FFAA009100640000
1762188960.825,5F5,00650000006403E8
1762188960.854,116,0000000000000000
1762188960.854,117,119D281861940000
1762188960.854,118,000000000000
1762188960.854,119,000000000000
1762188960.868,5F0,00B4051605160A7C
1762188960.871,115,0000000000000000
1762188960.956,116,0000000000000000
1762188960.956,117,119D281861940000
1762188960.956,118,000000000000
1762188960.956,119,000000000000
1762188960.968,5F0,00B40516051609F4
1762188960.050,115,0000000000000000
1762188960.058,116,0000000000000000
1762188960.058,117,119D281861940000
1762188960.058,118,000000000000
1762188960.058,119,000000000000
1762188960.068,5F0,00B4052A052A0923
1762188960.159,116,0000000000000000
1762188960.159,117,119D281861940000
1762188960.160,118,000000000000
1762188960.160,119,000000000000
1762188960.168,5F0,00B4054505450882
1762188960.230,115,0000000000000000
1762188960.258,116,0000000000000000
1762188960.258,117,119D281861940000
1762188960.259,118,000000000000
1762188960.259,119,000000000000
1762188960.268,5F0,00B4055B055B07FC
1762188961.322,5F3,FFAA009400640000
1762188961.325,5F5,00650000006403E8
1762188961.358,116,0000000000000000
1762188961.358,117,119D281861940000
1762188961.359,118,000000000000
1762188961.359,119,000000000000
1762188961.369,5F0,00B4057105710761
1762188961.410,115,0000000000000000
1762188961.458,116,0000000000000000
1762188961.458,117,119D281861940000
1762188961.459,118,000000000000
1762188961.459,119,000000000000
1762188961.469,5F0,00B40591059106BC
1762188961.558,116,0000000000000000
1762188961.558,117,119D281861940000
1762188961.559,118,000000000000
1762188961.559,119,000000000000
1762188961.570,5F0,00B405D905D905FB
1762188961.590,115,0000000000000000
1762188961.670,5F0,00B4062D062D0588
1762188961.769,5F2,03E8013A02BC0725
1762188961.769,5F4,000003E803E803E8
1762188961.770,115,0000000000000000
1762188961.771,5F0,00B5066306630566
1762188961.773,5F6,005D019501950000
1762188961.774,5F7,000000000013FF6C
1762188961.774,61B,4C02000000000001
1762188961.774,624,00000000001D0000
1762188961.793,116,0000000000000000
1762188961.793,117,119D291861940000
1762188961.793,118,000000000000
1762188961.793,119,000000000000
1762188961.829,5F3,FFA9009300640000
1762188961.829,5F5,00650000006403E8
1762188961.871,5F0,00B5068A068A0585
1762188961.896,116,0000000000000000
1762188961.897,117,119D291861940000
1762188961.897,118,000000000000
1762188961.897,119,000000000000
1762188961.950,115,0000000000000000
1762188961.971,5F0,00B506A206A205A9
1762188961.997,116,0000000000000000
1762188961.997,117,119D291861940000
1762188961.997,118,000000000000
1762188961.997,119,000000000000
1762188961.071,5F0,00B506AE06AE0607
1762188961.099,116,0000000000000000
1762188961.099,117,119D291861940000
1762188961.099,118,000000000000
1762188961.099,119,000000000000
1762188961.130,115,0000000000000000
1762188961.172,5F0,00B506A906A90632
1762188961.199,116,0000000000000000
1762188961.199,117,119D291861940000
1762188961.199,118,000000000000
1762188961.200,119,000000000000
1762188961.272,5F0,00B506C906C905F8
1762188961.298,116,0000000000000000
1762188961.298,117,119D291861940000
1762188961.299,118,000000000000
1762188961.299,119,000000000000
1762188961.310,115,0000000000000000
1762188962.322,5F3,FFA9009300640000
1762188962.322,5F5,00650000006403E8
1762188962.372,5F0,00B506DA06DA05D8
1762188962.398,116,0000000000000000
1762188962.398,117,119D291861940000
1762188962.399,118,000000000000
1762188962.399,119,000000000000
1762188962.473,5F0,00B506DA06DA0629
1762188962.490,115,0000000000000000
1762188962.498,116,0000000000000000
1762188962.498,117,119D291861940000
1762188962.499,118,000000000000
1762188962.499,119,000000000000
1762188962.573,5F0,00B506CD06CD0639
1762188962.598,116,0000000000000000
1762188962.598,117,119D291861940000
1762188962.599,118,000000000000
1762188962.599,119,000000000000
1762188962.670,115,0000000000000000
1762188962.673,5F0,00B506EA06EA0602
1762188962.698,116,0000000000000000
1762188962.698,117,119D291861940000
1762188962.699,118,000000000000
1762188962.699,119,000000000000
1762188962.769,5F2,03E8018E02BC072F
1762188962.769,5F4,000003E803E803E8
1762188962.771,5F6,005D017B017B0000
1762188962.771,5F7,0000000A0001FFFD
1762188962.772,61B,4C02000000000000
1762188962.772,624,00000000001B0000
1762188962.773,5F0,00B606ED06ED05F9
1762188962.801,116,0000000000000000
1762188962.801,117,119D2A1861940000
1762188962.801,118,000000000000
1762188962.801,119,000000000000
1762188962.822,5F3,FFA9009300640000
1762188962.822,5F5,00640000006403E8
1762188962.850,115,0000000000000000
1762188962.874,5F0,00B606F206F205FD
1762188962.903,116,0000000000000000
1762188962.903,117,119D2A1861940000
1762188962.903,118,000000000000
1762188962.904,119,000000000000
1762188962.974,5F0,00B606D806D8064A
1762188962.005,116,0000000000000000
1762188962.005,117,119D2A1861940000
1762188962.005,118,000000000000
1762188962.005,119,000000000000
1762188962.030,115,0000000000000000
1762188962.074,5F0,00B606DC06DC0658
1762188962.107,116,0000000000000000
1762188962.107,117,119D2A1861940000
1762188962.107,118,000000000000
1762188962.107,119,000000000000
1762188962.174,5F0,00B606CF06CF063D
1762188962.207,116,0000000000000000
1762188962.207,117,119D2A1861940000
1762188962.207,118,000000000000
1762188962.207,119,000000000000
1762188962.210,115,0000000000000000
1762188962.275,5F0,00B606FF06FF05F3
1762188962.306,116,0000000000000000
1762188962.306,117,119D2A1861940000
1762188962.307,118,000000000000
1762188962.307,119,000000000000
1762188963.322,5F3,FFA9009200640000
1762188963.323,5F5,00640000006403E8
1762188963.375,5F0,00B606F106F10620
1762188963.390,115,0000000000000000
1762188963.406,116,0000000000000000
1762188963.406,117,119D2A1861940000
1762188963.407,118,000000000000
1762188963.407,119,000000000000
1762188963.475,5F0,00B606E006E00653
1762188963.506,116,0000000000000000
1762188963.506,117,119D2A1861940000
1762188963.507,118,000000000000
1762188963.507,119,000000000000
1762188963.570,115,0000000000000000
1762188963.575,5F0,00B606EB06EB0622
1762188963.606,116,0000000000000000
1762188963.606,117,119D2A1861940000
1762188963.607,118,000000000000
1762188963.607,119,000000000000
1762188963.675,5F0,00B606E706E70629
1762188963.706,116,0000000000000000
1762188963.707,117,119D2A1861940000
1762188963.707,118,000000000000
1762188963.707,119,000000000000
1762188963.750,115,0000000000000000
1762188963.769,5F2,03E8019202BC0734
1762188963.770,5F4,000003E803E803E8
1762188963.771,5F6,005D017401740000
1762188963.771,5F7,0000000100000001
1762188963.772,61B,4C02000000000000
1762188963.772,624,00000000001D0000
1762188963.776,5F0,00B706EB06EB0621
1762188963.809,116,0000000000000000
1762188963.809,117,119D2B1861940000
1762188963.809,118,000000000000
1762188963.810,119,000000000000
1762188963.822,5F3,FFA9009200640000
1762188963.823,5F5,00640000006403E8
1762188963.876,5F0,00B706FA06FA05F9
1762188963.911,116,0000000000000000
1762188963.911,117,119D2B1861940000
1762188963.911,118,000000000000
1762188963.911,119,000000000000
1762188963.932,115,0000000000000000
1762188963.976,5F0,00B706D306D3066D
1762188963.013,116,0000000000000000
1762188963.013,117,119D2B1861940000
1762188963.013,118,000000000000
1762188963.013,119,000000000000
1762188963.076,5F0,00B706BE06BE0666
1762188963.110,115,0000000000000000
1762188963.115,116,0000000000000000
1762188963.115,117,119D2B1861940000
1762188963.115,118,000000000000
1762188963.115,119,000000000000
1762188963.176,5F0,00B706D106D10660
1762188963.214,116,0000000000000000
1762188963.215,117,119D2B1861940000
1762188963.215,118,000000000000
1762188963.215,119,000000000000
1762188963.277,5F0,00B706CA06CA067D
1762188963.290,115,0000000000000000
1762188963.314,116,0000000000000000
1762188963.314,117,119D2B1861940000
1762188963.315,118,000000000000
1762188963.315,119,000000000000
1762188964.323,5F3,FFA9009300640000
1762188964.323,5F5,00640000006403E8
1762188964.377,5F0,00B706C806C80677
1762188964.414,116,0000000000000000
1762188964.414,117,119D2B1861940000
1762188964.415,118,000000000000
1762188964.415,119,000000000000
1762188964.470,115,0000000000000000
1762188964.477,5F0,00B706D306D30692
1762188964.514,116,0000000000000000
1762188964.514,117,119D2B1861940000
1762188964.515,118,000000000000
1762188964.515,119,000000000000
1762188964.577,5F0,00B706A306A306D4
1762188964.614,116,0000000000000000
1762188964.614,117,119D2B1861940000
1762188964.615,118,000000000000
1762188964.615,119,000000000000
1762188964.650,115,0000000000000000
1762188964.678,5F0,00B70694069406FE
1762188964.714,116,0000000000000000
1762188964.715,117,119D2B1861940000
1762188964.715,118,000000000000
1762188964.715,119,000000000000
1762188964.774,5F2,03E8018D02BC0739
1762188964.774,5F4,000003E803E803E8
1762188964.774,5F6,005D014A014A0000
1762188964.774,5F7,00000000FFFE0020
1762188964.774,61B,4C02000000000000
1762188964.774,624,00000000001E0000
1762188964.778,5F0,00B8068806880735
1762188964.817,116,0000000000000000
1762188964.817,117,119D2C1861940000
1762188964.817,118,000000000000
1762188964.818,119,000000000000
1762188964.823,5F3,FFA9009200640000
1762188964.823,5F5,00640000006403E8
1762188964.830,115,0000000000000000
1762188964.878,5F0,00B806880688079F
1762188964.919,116,0000000000000000
1762188964.919,117,119D2C1861940000
1762188964.919,118,000000000000
1762188964.920,119,000000000000
1762188964.978,5F0,00B8067D067D07DB
1762188964.010,115,0000000000000000
1762188964.021,116,0000000000000000
1762188964.021,117,119D2C1861940000
1762188964.021,118,000000000000
1762188964.021,119,000000000000
1762188964.079,5F0,00B80677067707ED
1762188964.125,116,0000000000000000
1762188964.126,117,119D2C1861940000
1762188964.126,118,000000000000
1762188964.126,119,000000000000
1762188964.179,5F0,00B8068406840A40
1762188964.190,115,0000000000000000
1762188964.222,116,0000000000000000
1762188964.223,117,119D2C1861940000
1762188964.223,118,000000000000
1762188964.223,119,000000000000
1762188964.279,5F0,00B8065F065F07E7
1762188965.322,116,0000000000000000
1762188965.322,117,119D2C1861940000
1762188965.323,118,000000000000
1762188965.323,119,000000000000
1762188965.323,5F3,FFA9009400640000
1762188965.326,5F5,00640000006403E8
1762188965.370,115,0000000000000000
1762188965.379,5F0,00B8065906590814
1762188965.422,116,0000000000000000
1762188965.422,117,119D2C1861940000
1762188965.423,118,000000000000
1762188965.423,119,000000000000
1762188965.479,5F0,00B8066D066D0A6C
1762188965.522,116,0000000000000000
1762188965.522,117,119D2C1861940000
1762188965.523,118,000000000000
1762188965.523,119,000000000000
1762188965.550,115,0000000000000000
1762188965.580,5F0,00B8064A064A0096
1762188965.622,116,0000000000000000
1762188965.622,117,119D2C1861940000
1762188965.623,118,000000000000
1762188965.623,119,000000000000
1762188965.680,5F0,00B80647064707E2
1762188965.723,116,0000000000000000
1762188965.723,117,119D2C1861940000
1762188965.723,118,000000000000
1762188965.723,119,000000000000
1762188965.730,115,0000000000000000
1762188965.770,5F2,03E8016B02BC073F
1762188965.770,5F4,000003E803E803E8
1762188965.771,5F6,005D014B014B0000
1762188965.771,5F7,0000000000000045
1762188965.773,61B,4F02000000000000
1762188965.773,624,0000000000220000
1762188965.780,5F0,00B9064B064B0767
1762188965.826,5F3,FFA9009200640000
1762188965.827,5F5,00640000006403E8
1762188965.827,116,0000000000000000
1762188965.827,117,119D2E1861940000
1762188965.827,118,000000000000
1762188965.827,119,000000000000
1762188965.880,5F0,00B9064C064C0775
1762188965.910,115,0000000000000000
1762188965.927,116,0000000000000000
1762188965.927,117,119D2E1861940000
1762188965.927,118,000000000000
1762188965.928,119,000000000000
1762188965.980,5F0,00B9064E064E07BF
1762188965.029,116,0000000000000000
1762188965.029,117,119D2E1861940000
1762188965.029,118,000000000000
1762188965.029,119,000000000000
1762188965.080,5F0,00B9065006500000
1762188965.090,115,0000000000000000
1762188965.131,116,0000000000000000
1762188965.131,117,119D2E1861940000
1762188965.131,118,000000000000
1762188965.132,119,000000000000
1762188965.181,5F0,00B9065A065A08A4
1762188965.230,116,0000000000000000
1762188965.230,117,119D2E1861940000
1762188965.231,118,000000000000
1762188965.231,119,000000000000
1762188965.270,115,0000000000000000
1762188965.281,5F0,00B9063D063D0793
1762188966.323,5F3,FFA9009400640000
1762188966.324,5F5,00640000006403E8
1762188966.330,116,0000000000000000
1762188966.330,117,119D2E1861940000
1762188966.331,118,000000000000
1762188966.331,119,000000000000
1762188966.381,5F0,00B9063F063F0757
1762188966.430,116,0000000000000000
1762188966.430,117,119D2E1861940000
1762188966.431,118,000000000000
1762188966.431,119,000000000000
1762188966.450,115,0000000000000000
1762188966.482,5F0,00B9064206420794
1762188966.530,116,0000000000000000
1762188966.530,117,119D2E1861940000
1762188966.531,118,000000000000
1762188966.531,119,000000000000
1762188966.582,5F0,00B90642064207C9
1762188966.630,116,0000000000000000
1762188966.631,118,000000000000
1762188966.682,5F0,00B90644064407F8
1762188966.731,116,0000000000000000
1762188966.731,117,119D2E1861940000
1762188966.731,118,000000000000
1762188966.732,119,000000000000
1762188966.770,5F2,03E8016D02BC0744
1762188966.773,5F4,000003E803E803E8
1762188966.773,5F6,005D014C014C0000
1762188966.773,5F7,000000000000000E
1762188966.773,61B,5002000000000002
1762188966.773,624,0000000000300000
1762188966.782,5F0,00BA064A064A0817
1762188966.810,115,0000000000000000
1762188966.824,5F3,FFA9009300640000
1762188966.827,5F5,00640000006403E8
1762188966.882,5F0,00BA06500650083A
1762188966.969,116,0000000000000000
1762188966.969,117,119D2F1861940000
1762188966.970,118,000000000000
1762188966.970,119,000000000000
1762188966.982,5F0,00BA064F064F0879
1762188966.990,115,0000000000000000
1762188966.071,116,0000000000000000
1762188966.071,117,119D2F1861940000
1762188966.071,118,000000000000
1762188966.072,119,000000000000
1762188966.083,5F0,00BA064A064A08E4
1762188966.170,115,0000000000000000
1762188966.172,116,0000000000000000
1762188966.172,117,119D2F1861940000
1762188966.172,118,000000000000
1762188966.172,119,000000000000
1762188966.183,5F0,00BA06430643095C
1762188966.271,116,0000000000000000
1762188966.271,117,119D2F1861940000
1762188966.272,118,000000000000
1762188966.272,119,000000000000
1762188966.283,5F0,00BA0635063509C5
1762188967.324,5F3,FFA9009000640000
1762188967.325,5F5,00640000006403E8
1762188967.350,115,0000000000000000
1762188967.371,116,0000000000000000
1762188967.371,117,119D2F1861940000
1762188967.372,118,000000000000
1762188967.372,119,000000000000
1762188967.384,5F0,00BA062406240A0F
1762188967.471,116,0000000000000000
1762188967.471,117,119D2F1861940000
1762188967.472,118,000000000000
1762188967.472,119,000000000000
1762188967.484,5F0,00BA061306130A53
1762188967.530,115,0000000000000000
1762188967.571,116,0000000000000000
1762188967.571,117,119D2F1861940000
1762188967.572,118,000000000000
1762188967.572,119,000000000000
1762188967.584,5F0,00BA060106010A9D
1762188967.671,116,0000000000000000
1762188967.671,117,119D2F1861940000
1762188967.672,118,000000000000
1762188967.672,119,000000000000
1762188967.684,5F0,00BA05EB05EB0AEB
1762188967.710,115,0000000000000000
1762188967.770,5F2,03E8011602BC074E
1762188967.773,5F4,000003E803E803E8
1762188967.773,5F6,005C015C015C0000
1762188967.773,5F7,0000FFFEFFF3003D
1762188967.773,116,0000000000000000
1762188967.773,117,119D311861940000
1762188967.774,118,000000000000
1762188967.774,119,000000000000
1762188967.774,61B,5002000000000000
1762188967.774,624,00000000002C0000
1762188967.784,5F0,00BB05D205D20AF9
1762188967.825,5F3,FFA9008F00640000
1762188967.825,5F5,00640000006403E8
1762188967.875,116,0000000000000000
1762188967.875,117,119D311861940000
1762188967.875,118,000000000000
1762188967.876,119,000000000000
1762188967.885,5F0,00BB05C505C50AB8
1762188967.890,115,0000000000000000
1762188967.977,116,0000000000000000
1762188967.977,117,119D311861940000
1762188967.977,118,000000000000
1762188967.977,119,000000000000
1762188967.985,5F0,00BB05B405B40A52
1762188967.070,115,0000000000000000
1762188967.079,116,0000000000000000
1762188967.079,117,119D311861940000
1762188967.079,118,000000000000
1762188967.080,119,000000000000
1762188967.085,5F0,00BB1A491A490DB7
1762188967.180,116,0000000000000000
1762188967.180,117,119D311861940000
1762188967.180,118,000000000000
1762188967.180,119,000000000000
1762188967.185,5F0,00BB059E059E092C
1762188967.250,115,0000000000000000
1762188967.281,116,0000000000000000
1762188967.282,117,119D311861940000
1762188967.282,118,000000000000
1762188967.282,119,000000000000
1762188967.285,5F0,00BB05A805A8085D
1762188968.325,5F3,FFA9008F00640000
1762188968.325,5F5,00640000006403E8
1762188968.379,116,0000000000000000
1762188968.379,117,119D311861940000
1762188968.380,118,000000000000
1762188968.380,119,000000000000
1762188968.386,5F0,00BB05B705B707BE
1762188968.430,115,0000000000000000
1762188968.479,116,0000000000000000
1762188968.479,117,119D311861940000
1762188968.480,118,000000000000
1762188968.480,119,000000000000
1762188968.486,5F0,00BB05CA05CA0737
1762188968.579,116,0000000000000000
1762188968.579,117,119D311861940000
1762188968.580,118,000000000000
1762188968.580,119,000000000000
1762188968.586,5F0,00BB05E105E106EB
1762188968.610,115,0000000000000000
1762188968.679,116,0000000000000000
1762188968.679,117,119D311861940000
1762188968.680,118,000000000000
1762188968.680,119,000000000000
1762188968.686,5F0,00BB0604060406D4
1762188968.770,5F2,03E8013C02BC0754
1762188968.770,5F4,000003E803E803E8
1762188968.772,5F6,005C015501550000
1762188968.772,5F7,00000000000AFF9F
1762188968.773,61B,5102000000000002
1762188968.773,624,0000000000290000
1762188968.781,116,0000000000000000
1762188968.782,117,119D321861950000
1762188968.782,118,000000000000
1762188968.782,119,000000000000
1762188968.787,5F0,00BC0613061306BD
1762188968.790,115,0000000000000000
1762188968.825,5F3,FFA9009000640000
1762188968.825,5F5,00640000006403E8
1762188968.884,116,0000000000000000
1762188968.884,117,119D321861950000
1762188968.884,118,000000000000
1762188968.885,119,000000000000
1762188968.887,5F0,00BC062D062D06A7
1762188968.970,115,0000000000000000
1762188968.986,116,0000000000000000
1762188968.986,117,119D321861950000
1762188968.986,118,000000000000
1762188968.987,119,000000000000
1762188968.987,5F0,00BC063A063A0696
1762188968.088,5F0,00BC065606560674
1762188968.088,116,0000000000000000
1762188968.091,117,119D321861950000
1762188968.091,118,000000000000
1762188968.091,119,000000000000
1762188968.150,115,0000000000000000
1762188968.188,5F0,00BC06650665067D
1762188968.191,116,0000000000000000
1762188968.191,117,119D321861950000
1762188968.191,118,000000000000
1762188968.191,119,000000000000
1762188968.288,116,0000000000000000
1762188968.288,117,119D321861950000
1762188968.289,118,000000000000
1762188968.289,119,000000000000
1762188968.289,5F0,00BC067106710689
1762188969.325,5F3,FFA9008F00640000
1762188969.326,5F5,00640000006403E8
1762188969.330,115,0000000000000000
1762188969.388,116,0000000000000000
1762188969.388,117,119D321861950000
1762188969.389,118,000000000000
1762188969.389,119,000000000000
1762188969.389,5F0,00BC0673067306B7
1762188969.488,116,0000000000000000
1762188969.488,117,119D321861950000
1762188969.489,118,000000000000
1762188969.489,119,000000000000
1762188969.489,5F0,00BC066D066D06B9
1762188969.510,115,0000000000000000
1762188969.588,116,0000000000000000
1762188969.588,117,119D321861950000
1762188969.589,118,000000000000
1762188969.589,119,000000000000
1762188969.589,5F0,00BC0666066606D5
1762188969.688,116,0000000000000000
1762188969.688,117,119D321861950000
1762188969.689,118,000000000000
1762188969.689,119,000000000000
1762188969.690,5F0,00BC0671067106BD
1762188969.693,115,0000000000000000
1762188969.770,5F2,03E8016D02BC0754
